,Accuracy,Avg Cross Entropy Loss,epoch
0,0.52195,1.9583113193511963,0
1,0.705775,1.757500410079956,1
2,0.7493,1.7135900259017944,2
3,0.775125,1.6874109506607056,3
4,0.797525,1.6644413471221924,4
5,0.81555,1.6461851596832275,5
6,0.8287,1.633561372756958,6
7,0.836825,1.6247668266296387,7
8,0.847125,1.6147252321243286,8
9,0.85605,1.6059010028839111,9
10,0.862025,1.6000277996063232,10
11,0.86975,1.59261155128479,11
12,0.8759,1.5856000185012817,12
13,0.88285,1.5789852142333984,13
14,0.889225,1.5726736783981323,14
15,0.89725,1.5649232864379883,15
16,0.90005,1.5615304708480835,16
17,0.904475,1.55765962600708,17
18,0.91115,1.5508102178573608,18
19,0.917125,1.5447258949279785,19
20,0.920325,1.5417810678482056,20
21,0.925775,1.5362486839294434,21
22,0.92795,1.5344774723052979,22
23,0.93,1.531933307647705,23
24,0.935425,1.5269654989242554,24
25,0.9366,1.5256437063217163,25
26,0.938925,1.5234262943267822,26
27,0.942325,1.519842505455017,27
28,0.94345,1.518190622329712,28
29,0.947125,1.514951229095459,29
30,0.94855,1.5134001970291138,30
31,0.951025,1.5111534595489502,31
32,0.949725,1.512421727180481,32
33,0.951075,1.5110591650009155,33
34,0.952975,1.5089213848114014,34
35,0.95475,1.5072520971298218,35
36,0.95705,1.5046637058258057,36
