,Accuracy,Avg Cross Entropy Loss,epoch
0,0.54445,1.9367107152938843,0
1,0.714875,1.7480639219284058,1
2,0.759075,1.7030285596847534,2
3,0.78455,1.6772054433822632,3
4,0.802325,1.6595412492752075,4
5,0.81725,1.644116997718811,5
6,0.830875,1.6307693719863892,6
7,0.846625,1.615500807762146,7
8,0.85655,1.6052045822143555,8
9,0.86445,1.5974210500717163,9
10,0.87245,1.5899137258529663,10
11,0.8821,1.5794109106063843,11
12,0.887025,1.5748145580291748,12
13,0.89595,1.5659314393997192,13
14,0.90245,1.5593515634536743,14
15,0.90895,1.5528335571289062,15
16,0.913,1.549392819404602,16
17,0.9178,1.5441794395446777,17
18,0.92315,1.5384705066680908,18
19,0.925475,1.5365110635757446,19
20,0.931275,1.5309429168701172,20
21,0.9322,1.5299015045166016,21
22,0.937425,1.5247443914413452,22
23,0.93865,1.5233722925186157,23
24,0.940425,1.5216270685195923,24
25,0.940575,1.5214288234710693,25
26,0.9448,1.517362117767334,26
27,0.945475,1.5162121057510376,27
28,0.947575,1.5142741203308105,28
29,0.950725,1.511306643486023,29
30,0.950325,1.5114431381225586,30
31,0.953775,1.5083041191101074,31
32,0.95725,1.504760980606079,32
33,0.959,1.5032416582107544,33
34,0.95825,1.50360906124115,34
35,0.959375,1.5026512145996094,35
36,0.9615,1.500320553779602,36
37,0.961725,1.5002524852752686,37
38,0.962875,1.498962163925171,38
39,0.962875,1.498854637145996,39
40,0.96435,1.4975378513336182,40
41,0.96405,1.497510552406311,41
42,0.9627,1.4990901947021484,42
43,0.96595,1.4960968494415283,43
44,0.967625,1.4940977096557617,44
45,0.968,1.4941365718841553,45
46,0.96735,1.4944967031478882,46
47,0.969025,1.4926252365112305,47
48,0.9697,1.491835594177246,48
49,0.969675,1.4919452667236328,49
50,0.970925,1.490874171257019,50
51,0.971575,1.4902939796447754,51
52,0.97175,1.4898841381072998,52
53,0.971575,1.490128517150879,53
54,0.971875,1.4894746541976929,54
55,0.97295,1.4889531135559082,55
56,0.973125,1.4884002208709717,56
57,0.974425,1.4869650602340698,57
58,0.974,1.4877382516860962,58
59,0.974575,1.4869472980499268,59
60,0.97505,1.4867767095565796,60
61,0.975,1.4866962432861328,61
62,0.97535,1.4862792491912842,62
63,0.976125,1.4855149984359741,63
