,Accuracy,Avg Cross Entropy Loss,epoch,time_taken
0,0.3102,2.220931053161621,0,17.670085906982422
1,0.43415,2.106114387512207,1,16.098740816116333
2,0.46005,2.059898614883423,2,15.28113603591919
3,0.472375,2.035355567932129,3,15.381017208099365
4,0.4784,2.0200178623199463,4,16.203836679458618
5,0.4902,2.0060596466064453,5,15.323647499084473
6,0.497575,1.996313452720642,6,15.754589080810547
7,0.5008,1.9903404712677002,7,16.524383306503296
8,0.5057,1.982636570930481,8,15.56846833229065
9,0.510275,1.9757590293884277,9,15.563303470611572
10,0.51625,1.9707903861999512,10,15.583618402481079
11,0.5203,1.966484546661377,11,15.546396255493164
12,0.52075,1.963180422782898,12,15.518560409545898
13,0.52565,1.9585658311843872,13,15.528854846954346
14,0.526975,1.9554121494293213,14,15.35604190826416
15,0.53175,1.952426791191101,15,15.496045351028442
16,0.531275,1.9500519037246704,16,15.777144193649292
17,0.53745,1.9455351829528809,17,15.861961364746094
18,0.535625,1.9444763660430908,18,15.523198127746582
19,0.540125,1.9415316581726074,19,15.751052379608154
20,0.5428,1.9384609460830688,20,15.644423007965088
21,0.540325,1.9384398460388184,21,15.806377649307251
22,0.5457,1.9342120885849,22,15.29522705078125
23,0.5475,1.9324208498001099,23,15.342910766601562
24,0.549275,1.9302703142166138,24,15.434386730194092
25,0.551975,1.928088665008545,25,15.94718861579895
26,0.550825,1.9277808666229248,26,15.381855726242065
27,0.55305,1.925181269645691,27,15.41755747795105
28,0.557075,1.9235432147979736,28,15.372994899749756
29,0.556375,1.9212183952331543,29,15.316342115402222
30,0.55635,1.9218575954437256,30,16.258472681045532
31,0.560325,1.9186674356460571,31,15.907825946807861
32,0.560975,1.9175132513046265,32,16.368858575820923
33,0.564175,1.91502046585083,33,15.296432495117188
34,0.564225,1.9147117137908936,34,15.372037172317505
35,0.565125,1.9121650457382202,35,15.326730251312256
36,0.5669,1.9109829664230347,36,15.330984115600586
37,0.567875,1.9109859466552734,37,16.31161332130432
38,0.570325,1.908400058746338,38,15.35110092163086
39,0.5695,1.9083551168441772,39,15.381152153015137
40,0.573575,1.9054884910583496,40,15.516577243804932
41,0.57435,1.904447078704834,41,15.347150564193726
42,0.57795,1.9017997980117798,42,15.392935514450073
43,0.5765,1.902510166168213,43,16.32663583755493
44,0.579975,1.8981364965438843,44,15.345639705657959
45,0.580575,1.8988109827041626,45,15.744135618209839
46,0.580625,1.8971482515335083,46,16.077024221420288
47,0.581075,1.8963381052017212,47,16.40871286392212
48,0.58145,1.896314263343811,48,15.654462337493896
49,0.582775,1.8957856893539429,49,16.246715784072876
50,0.582925,1.8952752351760864,50,15.65451979637146
51,0.581725,1.8949296474456787,51,15.697745084762573
