,Accuracy,Avg Cross Entropy Loss,epoch
0,0.453,2.0265042781829834,0
1,0.652125,1.8131351470947266,1
2,0.701775,1.760513424873352,2
3,0.731675,1.7294989824295044,3
4,0.751175,1.7095463275909424,4
5,0.769,1.6922588348388672,5
6,0.781475,1.6795101165771484,6
7,0.7961,1.6647697687149048,7
8,0.806375,1.6552923917770386,8
9,0.812825,1.6486916542053223,9
10,0.821425,1.6401795148849487,10
11,0.827525,1.6338255405426025,11
12,0.83245,1.6289005279541016,12
13,0.84185,1.6202584505081177,13
14,0.845725,1.6152715682983398,14
15,0.85215,1.609482765197754,15
16,0.861225,1.6004822254180908,16
17,0.863025,1.5978927612304688,17
18,0.86855,1.5930297374725342,18
19,0.877725,1.584174633026123,19
20,0.8815,1.5805890560150146,20
21,0.885775,1.5756679773330688,21
22,0.88565,1.5759528875350952,22
23,0.893875,1.567792296409607,23
24,0.8983,1.5635342597961426,24
25,0.9024,1.5595924854278564,25
26,0.9071,1.5550994873046875,26
27,0.90965,1.552286148071289,27
28,0.91095,1.5510832071304321,28
29,0.91455,1.5470912456512451,29
30,0.9185,1.543702483177185,30
31,0.919975,1.541949987411499,31
32,0.923125,1.5392811298370361,32
33,0.92485,1.537449836730957,33
34,0.928025,1.5338293313980103,34
35,0.931,1.531201720237732,35
36,0.93435,1.5275213718414307,36
37,0.936175,1.5258485078811646,37
38,0.9366,1.5256147384643555,38
39,0.936325,1.5257673263549805,39
40,0.938075,1.5240861177444458,40
41,0.9399,1.5221235752105713,41
42,0.9415,1.5208139419555664,42
43,0.945,1.5171592235565186,43
44,0.9467,1.514845848083496,44
45,0.950125,1.5119515657424927,45
46,0.949675,1.5122121572494507,46
47,0.9516,1.510640263557434,47
48,0.95065,1.5113656520843506,48
49,0.949975,1.5118597745895386,49
50,0.95245,1.509488821029663,50
51,0.954025,1.5079150199890137,51
