,Accuracy,Avg Cross Entropy Loss,epoch
0,0.7683333333333333,1.708237648010254,0
1,0.860625,1.6015286445617676,1
2,0.8724791666666667,1.5885775089263916,2
3,0.8819166666666667,1.5791860818862915,3
4,0.8884791666666667,1.5727819204330444,4
5,0.8898333333333334,1.571280598640442,5
6,0.89675,1.5643082857131958,6
7,0.8983333333333333,1.5625895261764526,7
8,0.9006041666666667,1.5603023767471313,8
9,0.904375,1.5567457675933838,9
10,0.9090625,1.5520942211151123,10
11,0.9100416666666666,1.551119327545166,11
12,0.9171666666666667,1.5440731048583984,12
13,0.9164583333333334,1.5444713830947876,13
14,0.917875,1.543453574180603,14
15,0.9169166666666667,1.5440384149551392,15
16,0.91975,1.5413836240768433,16
17,0.9185833333333333,1.5423779487609863,17
18,0.9253958333333333,1.535897135734558,18
19,0.9282708333333334,1.5328985452651978,19
20,0.9283333333333333,1.5327532291412354,20
21,0.9306666666666666,1.530485987663269,21
22,0.9328125,1.5282381772994995,22
23,0.9324791666666666,1.528814673423767,23
24,0.9340833333333334,1.5269230604171753,24
25,0.9333333333333333,1.52787446975708,25
26,0.9362083333333333,1.524836778640747,26
27,0.9382291666666667,1.522886872291565,27
28,0.9401041666666666,1.5209171772003174,28
29,0.9410416666666667,1.5199711322784424,29
30,0.9411458333333333,1.5199962854385376,30
31,0.9457083333333334,1.515460729598999,31
32,0.9450208333333333,1.5160690546035767,32
33,0.9466041666666667,1.5144238471984863,33
34,0.9486041666666667,1.5126820802688599,34
35,0.947375,1.5139230489730835,35
36,0.9471666666666667,1.514035940170288,36
37,0.9524166666666667,1.5086946487426758,37
38,0.9508958333333334,1.5102208852767944,38
39,0.9532291666666667,1.5082029104232788,39
